Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_ID,Number_Of_Usual_Residents,Ownership_Type,QID
7,,0,h67505349340797694,2,4,q1809919599348968
-7,,0,h93515086487378507,3,3,q2624217448356577
-3,,0,h89266933095747875,2,-9,q2735333195118540
6,,0,h80166653271226797,2,5,q5281874629549688
-3,,0,h67972901211877532,2,3,q9049546782535180
3,,0,h97024898825793663,2,3,q6366038311600282
1,,0,h85665952561078920,2,5,q3391014053351985
5,,0,h53060141215855051,3,-9,q2453415886111445
6,,0,h84653284755212455,2,-9,q8449852054428606
4,,0,h62421318441293280,4,-7,q4980481139340635
6,,0,h18216038744874149,4,3,q2117528561953523
3,,0,h89513201135631916,2,1,q4867596094959140
5,,0,h24098453826801383,5,-7,q9510900090964215
5,,0,h56672091867892616,2,-9,q7215711541563475
4,,0,h33688107529195663,2,-7,q1399315939123842
2,,0,h95807344395984779,3,3,q6904198140268648
-7,,0,h59582714775461187,2,2,q8394892425743463
-9,,0,h58073710277360406,1,3,q4150081662928891
4,,0,h70595993590449469,5,4,q1575607068516335
-9,,0,h80097854765427943,2,5,q2293418643864075
1,,0,h68279923567529999,2,-7,q3453332604533803
-9,,0,h96765167364179846,2,-9,q4271293660884624
-3,,0,h82325626323673837,2,2,q8910710175047824
6,,0,h62615450194960572,1,5,q6919474527750917
6,,0,h80793870388567049,4,4,q2496964890283535
2,,0,h63833210556121878,1,2,q1645587535937299
3,,0,h71630698003792042,2,-7,q9854252059943878
-3,,0,h25827468203726175,5,-7,q3486745778758345
-9,,0,h61796665028403359,2,5,q9120263328711601
1,,0,h69747698433975098,1,2,q1338897262303598
1,,0,h16223540233180110,1,5,q1830667816774533
3,,0,h98609781017049216,5,-7,q5412147713228469
2,,0,h97871354395947399,2,4,q3022455221150181
1,,0,h43774489886199964,2,2,q7971596047509471
-7,,0,h63729733800849695,1,5,q5092048583169828
-3,,0,h99795080285755797,2,5,q7136713443241792
5,,0,h23434848385519224,2,-7,q6666724787862381
3,,0,h27753552208988507,2,3,q8632172516175169
-7,,0,h57626934288221367,1,1,q1883661397537110
2,,0,h66890081716260912,5,-7,q1403925823248152
6,,0,h89660488735180927,2,4,q7913313166179322
4,,0,h78647289015048059,2,2,q2618648161871358
1,,0,h86774488614351048,1,3,q9793931038805165
1,,0,h94416239820629968,4,5,q5490609960999467
5,,0,h22794409792682595,2,-9,q3602538009587231
-3,,0,h99291328790136180,1,5,q3389546923973716
7,,0,h81124898898397438,2,3,q2499723275384389
3,,0,h60573973781836425,2,5,q6234700141866701
2,,0,h78155143139524057,2,-9,q6183992791133571
2,,0,h22905752103757194,1,5,q8939792863256896
-3,,0,h67206631386289496,5,3,q3940998119833133
2,,0,h31183643275204170,1,5,q4359324469846030
2,,0,h80820183939617620,1,2,q4094406606244032
6,,0,h36337968122832318,4,2,q4012390281881697
-3,,0,h98622934493790119,2,3,q7836222817296513
1,,0,h86499034571326569,3,2,q1693523394436770
2,,0,h27196404739617788,5,3,q6429678767680158
4,,0,h18150398687740304,4,-9,q1022749815605503
1,,0,h50926470866007207,2,4,q2659676192936707
3,,0,h94575150731075433,2,-7,q9167328695807775
1,,0,h31027569602376384,2,1,q7151222425273873
-9,,0,h68694003644918561,1,3,q2631729022968219
2,,0,h69495281107235846,1,1,q5975159817214781
-9,,0,h84230152618587899,4,4,q4894378278244825
-3,,0,h52938596093631535,4,3,q9229952125460503
7,,0,h32721949284357917,2,2,q2969952360819627
-7,,0,h67297403959042320,2,-7,q7909052720737186
-9,,0,h14602846878503638,4,-9,q7774187984297295
2,,0,h43606648149901717,2,1,q1970966182200536
7,,0,h77325024179229178,2,3,q9836193540705808
2,,0,h62343791900629242,1,-9,q9018979096405241
-3,,0,h24196756356280082,4,5,q5440538818370183
5,,0,h94301501750287365,1,4,q2257934868162130
2,,0,h79985828159654060,5,1,q8422727105328092
-9,,0,h16305909925502896,5,1,q7106465103654878
6,,0,h37663190601194435,2,-9,q6320365737099883
2,,0,h21404584227837792,2,-9,q7254890943431165
-9,,0,h64302980958959841,2,2,q4373884326039261
3,,0,h18066356514200307,1,2,q9098829444329443
-7,,0,h39959167436239987,2,5,q3165335914584115
-7,,0,h62537773083290081,2,5,q1291761775892249
6,,0,h97853022447395718,2,3,q9324840839007169
6,,0,h63304086961256329,4,1,q8711517372205035
1,,0,h39605121316689662,2,2,q7011898190585870
4,,0,h45249268453415488,1,4,q3941657071360014
1,,0,h29932391218121474,4,4,q9172706224568538
1,,0,h45656660037617091,2,-7,q2300878991719194
4,,0,h48829004101545420,2,1,q7049238412867346
-9,,0,h96325809117654969,2,3,q7399069510466061
-3,,0,h33944599621315649,2,2,q7199633831877358
4,,0,h81200672039532112,1,-7,q9609612849840554
3,,0,h91093740664531545,3,-9,q6110118321074420
-3,,0,h87079604813601443,2,4,q6729511424969469
-7,,0,h45134574617050695,2,-9,q4125319215563439
-9,,0,h45177338754482264,4,-7,q4085106355021713
5,,0,h20660863549965179,2,3,q1658843151471892
6,,0,h88251013003128378,2,5,q6640600747459642
1,,0,h34575276743352006,1,5,q5790447377044504
-9,,0,h46526794207769357,5,4,q4875058674220548
4,,0,h84461986023506129,3,2,q5252953864687923
6,,0,h42600437496207720,2,4,q2146257893991375
2,,0,h30418589947856651,3,-9,q1941177163920821
1,,0,h71121094909300058,2,-9,q8976258662177292
3,,0,h92341633342108135,5,-9,q4198649867912072
2,,0,h62495355592967115,1,4,q7011358639180491
7,,0,h48027601274646612,2,-7,q6501528065519573
6,,0,h90191194349103887,2,5,q3870112783764060
2,,0,h72919762998295277,4,-9,q1102252787512431
2,,0,h47987514874190581,2,5,q5975033554970692
6,,0,h77506584215168628,2,-7,q2119179335986458
4,,0,h77649389705442698,1,2,q8590115323196507
2,,0,h72008209685631523,2,5,q2266089262393892
1,,0,h91199763625662366,2,2,q1419000563801677
-7,,0,h49477248489511540,2,1,q7249998527027269
-3,,0,h77120627919111308,4,1,q9117676588784032
2,,0,h55580409896523717,2,3,q6379970704586503
2,,0,h53782577365534515,2,5,q3371154377596806
6,,0,h12558342922592397,2,4,q3313427122433229
2,,0,h78933780673668501,2,3,q4875947506152756
7,,0,h11666856075739532,2,1,q9223602929213729
1,,0,h36020338335242348,4,1,q5297188241762757
7,,0,h19500559643403681,2,4,q6153898906962655
4,,0,h54368533636099141,5,3,q3605683361644400
2,,0,h16111627175753669,5,-9,q6865857751290978
1,,0,h28130392930603038,1,5,q8386096060375957
-9,,0,h15473081679783818,2,4,q8840220949453368
7,,0,h68846673874931574,2,1,q7170844653394705
1,,0,h15657479749295413,2,-7,q1739779204940518
-7,,0,h42387336929491805,3,2,q5519709870891363
-7,,0,h25478153648051074,3,5,q5156403453775793
4,,0,h84723047070536693,2,4,q3578616654039731
2,,0,h73021085153495267,2,-9,q5786557837371028
4,,0,h35784651920291803,2,5,q3852935751143945
1,,0,h21409882105571731,2,4,q6196294496463188
5,,0,h27488724788010431,1,5,q5913748429009369
4,,0,h69385945323018691,1,3,q2333631767106767
5,,0,h94741709296745937,5,-9,q7466772140152672
-3,,0,h81490895251287420,1,4,q9050960862263864
3,,0,h25199901893343700,2,-7,q1820087951491107
-7,,0,h41247067827204328,2,2,q5845954649609345
2,,0,h63376396523562788,1,2,q5859941155829221
2,,0,h80751580309127957,2,4,q5836921999440628
1,,0,h12408847349114706,2,5,q5646872530592638
-7,,0,h50430565675781531,1,5,q3480065765995526
-3,,0,h39424153997992325,3,2,q8316896195181102
3,,0,h12403545867610107,2,1,q6094594135354273
-9,,0,h86181514986934496,5,4,q9176076879094761
4,,0,h49902809244701910,2,-7,q8383673928937726
3,,0,h54869199235484503,5,4,q9428915342745070
1,,0,h88755449976600205,2,1,q9634072270143034
2,,0,h22847911682414921,1,2,q7920129002142150
3,,0,h53228526766862033,2,2,q1757354758121290
5,,0,h21034711966484576,1,3,q8456200006043500
-7,,0,h85986001058603776,2,5,q3070781442105534
-7,,0,h65243722324440815,1,5,q5504285972680524
-7,,0,h82224617176575990,2,1,q7825576144175755
-3,,0,h82438056586680568,2,3,q4639739872820319
3,,0,h53085607697233429,2,4,q9128294343571132
7,,0,h20185320506702986,2,2,q9941845813396630
4,,0,h96521691184605454,1,5,q7985704731196322
7,,0,h52701466880171903,2,2,q1606831774212075
7,,0,h95020104904758271,1,1,q3742575641833569
6,,0,h42026240015090194,2,5,q1243609563053719
7,,0,h22906983237625779,5,2,q7690607226048298
2,,0,h57714628272956124,5,3,q4401028779328006
7,,0,h59498431742789384,5,-9,q3668685509305495
4,,0,h47275625450024010,1,5,q4388101658324435
6,,0,h95894250510531036,5,-7,q4138468975611926
3,,0,h76191794814097852,5,5,q3356499087154654
7,,0,h18777714156123365,3,3,q5893395418426153
6,,0,h17191902113834323,1,-7,q8398988559190908
6,,0,h98386897949654137,5,2,q2308616026870966
3,,0,h43248246192176233,1,4,q3684595787576170
-3,,0,h66822851178224484,1,1,q8045138215224396
2,,0,h37943833877538986,2,5,q7675915895161215
6,,0,h41723134226005439,2,-9,q1959848584906258
-7,,0,h75905041870784436,3,2,q6059649767623715
1,,0,h65898460385917353,2,5,q9010461228955084
-9,,0,h24239086501829381,2,2,q1501988942016194
2,,0,h60738674224533922,2,4,q6168033729781691
-9,,0,h11687085563176686,5,4,q8971310732064695
5,,0,h89136653059630091,1,-7,q7013970607884071
-3,,0,h56218323755508116,4,1,q3482713899909355
-3,,0,h20134814360760337,2,2,q6125539834771211
1,,0,h26024743613702198,2,4,q1755896917040215
7,,0,h21868820840526588,2,2,q8477598764622635
4,,0,h29431222479249276,2,1,q4056388011426907
7,,0,h52424628021998876,1,-7,q4859189077791848
5,,0,h15378063746866538,2,-7,q5211744393993500
6,,0,h63518286902568225,1,4,q5859536241332896
-7,,0,h76050227334962422,2,1,q4550530584964774
-7,,0,h12301794644749705,3,-9,q9715514711881711
3,,0,h59224105268198153,2,-7,q7629618399163601
3,,0,h29567564748448099,2,-9,q9865564994503850
6,,0,h11838380962801493,1,5,q6695922740882722
-3,,0,h59196972841622897,2,5,q8375118259826494
5,,0,h81739427636285762,2,3,q7094520046684336
5,,0,h23382980554321087,2,4,q1750059142579053
-7,,0,h63022757037756445,1,3,q6037665294348619
-3,,0,h43555211462446150,2,3,q6518564632803294
-9,,0,h45509660423100874,2,-7,q5668688978463591
2,,0,h35856689354243546,2,4,q7854209350492928
7,,0,h42793899847967384,2,5,q7116194760196562
4,,0,h39444279643689295,2,-9,q9617667753351997
3,,0,h25290368814985762,4,-9,q5229671916666227
7,,0,h61273129013594362,3,5,q8762511628762858
-9,,0,h46816171165070267,2,3,q1903648876064765
7,,0,h18624950887441146,2,-9,q9518024429315071
-3,,0,h95234928921612657,1,4,q3950974313380378
7,,0,h46458310364895630,2,1,q7762154728856755
5,,0,h67781917243694267,1,5,q8775979691773250
6,,0,h66265544551567624,2,-9,q7580031388372501
3,,0,h11155288188996115,3,4,q8478352926146472
2,,0,h67149071844112467,2,5,q2902750343921839
2,,0,h53516670014784135,2,-9,q8601636563056216
-7,,0,h97566097394313651,2,-9,q8782926611516208
-7,,0,h91359597506250431,2,4,q8643624362857909
3,,0,h20474026653322405,2,3,q5637020299965786
6,,0,h64105571121973092,1,-9,q5551782590245482
2,,0,h28302158894673055,1,5,q7002808864658029
7,,0,h79285700321601583,5,5,q9701491991827373
2,,0,h60848984795689113,4,5,q5203870645163378
-7,,0,h12995374997595579,1,-9,q2391394057452705
7,,0,h66603350475892530,2,4,q3596290117923006
6,,0,h15731503829891245,3,-9,q3220785233523374
3,,0,h22902407236144235,1,1,q4980785484538624
2,,0,h83558207984576128,5,-9,q2626705559845649
1,,0,h45430118795278936,2,3,q2474636011182474
6,,0,h82683222559895976,4,2,q4243241604704668
-3,,0,h32155628074451574,2,-7,q2655621448347617
-9,,0,h34879389128725344,3,3,q3265773245027678
5,,0,h12227289387054998,3,-9,q7727446137507124
1,,0,h42507850605324781,3,-9,q9684829427079401
1,,0,h27175702707505033,1,3,q3671606288587730
7,,0,h73336600866938000,4,-7,q8027003654646573
1,,0,h92190208052733111,2,-7,q8683964233865029
2,,0,h37563142444066168,4,2,q6558780587481638
5,,0,h49069161279286688,2,2,q2479959126397492
6,,0,h99381638432572462,1,-7,q6495544662029177
6,,0,h91940544854156936,1,2,q6162578254003774
6,,0,h96829695351719492,1,2,q7586199629222936
-7,,0,h21200308833293196,5,2,q8884925239188843
7,,0,h24190971177559122,1,-9,q9905237303947151
4,,0,h12506199891135761,1,-9,q1542006623722239
7,,0,h73753581108403944,2,-9,q1931651150276848
-9,,0,h65464617899705078,5,3,q8340364255504024
3,,0,h30952241298181424,2,-7,q9812242962577679
4,,0,h43430050526741069,2,3,q9228635916252846
-3,,0,h64919056266358704,5,-7,q7852518075665116
6,,0,h41430494589704127,2,5,q8109524437689790
-3,,0,h82775294278157578,2,2,q8762607433369853
5,,0,h40153606160762534,1,4,q4973998440687539
7,,0,h49177755470338009,2,-7,q9075077639599553
5,,0,h95529176351430092,2,3,q5953763907934773
7,,0,h93406726622487323,1,1,q9693775437373130
1,,0,h84780180562071274,5,2,q6127648913796067
7,,0,h12327495303196437,1,3,q1634396380539214
-7,,0,h78168318840723757,2,5,q9553802664439319
-7,,0,h56223527324954794,5,3,q4610632457260313
-9,,0,h29281326726383847,2,1,q6056402523250040
6,,0,h60486267834892028,2,-9,q9697994679085927
7,,0,h58986811020726709,2,2,q7294344918365237
-3,,0,h65740718369445699,1,1,q1929894935612081
-7,,0,h77872347436822755,3,3,q5651009219446102
1,,0,h89707726270719310,2,-9,q7266493383418845
5,,0,h34991795252163802,5,1,q3536314917848815
2,,0,h98919322237697692,4,-7,q6099648680694903
3,,0,h23823355512333217,1,3,q8901549062979132
6,,0,h28509931595744248,1,4,q6158636322897325
3,,0,h87637356528298392,2,-9,q6877841317665342
-3,,0,h53273310961294218,1,2,q9728908014567151
5,,0,h83394664481044680,2,1,q2260789491309594
4,,0,h73942906371411804,3,-7,q8418548547653114
2,,0,h72489481656655222,4,1,q9833742522770159
-7,,0,h87875553886296310,1,2,q3734437145552151
-7,,0,h67347983049983250,5,-9,q3381534110087121
-9,,0,h10724000523738912,1,2,q1473639867225449
-7,,0,h89649491428186638,5,5,q5061446166562511
4,,0,h46816790247245432,1,4,q2992858029484621
2,,0,h44319768319148337,2,1,q4554311817438182
4,,0,h49785688488540857,2,-9,q8045037470641533
6,,0,h19218879443087825,2,4,q5952650792598202
6,,0,h35717764955994003,4,4,q1376116450567060
-9,,0,h58498529867038105,1,3,q7678964236113765
-9,,0,h59718107329212716,3,3,q2216358790720305
-9,,0,h72831875795077171,2,1,q4703831829865631
1,,0,h74792378863934155,1,2,q2887852355480301
5,,0,h37470296584350539,1,2,q2238459465818236
6,,0,h75113389997196579,2,5,q7614666358369249
6,,0,h78167751043658951,2,5,q5943055861315738
2,,0,h74027412677128872,1,5,q5714110998392420
5,,0,h15436852731596996,4,2,q3583035290014408
5,,0,h56836625424233432,4,1,q3562315278113913
3,,0,h68967373330482287,1,1,q8980273232255232
-3,,0,h69635591153644409,2,4,q4179037391510482
1,,0,h55431436132953108,2,3,q7121392952787132
-7,,0,h15894539805770144,2,4,q9554755720220711
3,,0,h93099669694797631,5,4,q3196508356153988
7,,0,h26129025770355263,2,5,q7352709468170840
5,,0,h68871524418191924,1,3,q7763997470803214
1,,0,h76093686024883381,1,-7,q2793019111570629
7,,0,h20236358228938681,4,1,q5948699960576968
7,,0,h37243137982828213,1,-7,q7843810489103025
-9,,0,h76591842829385166,5,1,q4975418194533295
5,,0,h38370839211149362,1,-7,q5423093799825204
-3,,0,h43987990889674525,3,5,q3863880891810534
3,,0,h29830712932673216,4,4,q5695248524325335
6,,0,h52473645986873907,1,-9,q9841348108619437
2,,0,h66274104494426585,2,4,q7448953145704116
1,,0,h24716076680135133,2,-9,q2919212380048838
3,,0,h96303340169900398,1,2,q3995358698447745
5,,0,h23786258056903443,2,2,q9587430335184262
-3,,0,h98807883793794585,4,3,q4729360089914565
4,,0,h40429341004959520,5,2,q6936527930467883
-7,,0,h45421967803148893,2,1,q5899841791763867
7,,0,h87468442037583143,1,-7,q3970270482085450
-3,,0,h29125247054152754,1,4,q2007451769323514
-3,,0,h40227259222750266,1,5,q2075342900585434
-9,,0,h90032642023582879,1,-7,q8344873626253423
-7,,0,h63312776669389032,2,3,q5708925452140377
-9,,0,h78732373943361476,3,-9,q4902258517230843
2,,0,h76416210623032842,2,-9,q9114452026582528
4,,0,h32702905560839102,3,3,q6979175170659433
6,,0,h75815562282038551,4,1,q6551600804201386
7,,0,h21760757707483995,1,1,q9842324036512926
-9,,0,h39345689506147249,2,4,q2906683622183525
3,,0,h24211798408051132,2,-9,q5680610366453590
1,,0,h58637727682491859,4,-7,q7784855112453070
-9,,0,h21137972403406022,1,5,q9836230264650457
7,,0,h13971709851795049,2,-9,q3851770417763581
-7,,0,h93976961418275252,2,2,q2033308250768430
-9,,0,h93164287459597127,1,5,q1956864943223280
6,,0,h91543190249074694,5,5,q2624475464835846
7,,0,h93155865001264502,5,4,q9506221415489329
-9,,0,h97158739743618912,2,-9,q5715593426015461
2,,0,h87372292654889524,1,1,q6094163013511919
-3,,0,h99048975485476050,1,2,q2732395532280194
-9,,0,h84362677425175450,5,4,q7415556738249466
7,,0,h58489594164027860,3,5,q6863083628606905
-9,,0,h48872835837024906,1,1,q2159057669705158
-3,,0,h42756147217373854,2,4,q8542397824891272
7,,0,h81203645736582823,1,5,q7612274420811185
1,,0,h30774419426720036,2,-7,q8272335020085323
6,,0,h75989996075135546,2,4,q8710797537728507
-7,,0,h50034277406177584,5,1,q2931242484750200
3,,0,h49476890948565196,2,4,q5286428329150620
-9,,0,h76348341019170645,3,2,q2991106692465630
3,,0,h84922731538005471,2,1,q5443220299028451
-3,,0,h78992414888708736,2,5,q3283302824483429
-3,,0,h64302446683724790,2,-7,q7624949197298363
1,,0,h72852480458915586,1,-9,q7863645119735679
-3,,0,h53727721250445170,2,-7,q6270238013560473
3,,0,h35811666264408356,2,-9,q8849773646549910
-3,,0,h19140611165186986,1,-7,q2860564835057233
-3,,0,h57272812105599247,5,1,q7242070656028911
4,,0,h77917498250922370,1,1,q9208951504912418
1,,0,h42864939609045009,2,-9,q8757659931187143
-9,,0,h96919327668110979,2,1,q1369866264869176
7,,0,h63246222915197332,2,-7,q1836910176633597
7,,0,h39756071252820206,5,4,q7251578031977923
4,,0,h54576476662501339,3,1,q7640367708933644
-7,,0,h37253156439559658,5,1,q6547730500541191
4,,0,h85744941178578866,1,5,q6326277765817674
4,,0,h49326982563773418,2,-7,q3982617036550017
3,,0,h42248366742665886,2,-7,q5097736323786311
5,,0,h76471858028165107,5,4,q3544957480028656
4,,0,h38234375958441365,1,2,q6667930401641378
6,,0,h71319900639129715,2,1,q2732542236362728
4,,0,h57524481063990834,2,1,q7466396797609455
-9,,0,h70610914119548601,1,-7,q2612256418682721
1,,0,h40535349909725474,5,3,q1809393421984894
-7,,0,h37312279045207952,3,3,q1317005422144272
-3,,0,h61786325359010037,1,-9,q5452608090139687
-7,,0,h48459391965263660,1,5,q6837681714003410
4,,0,h31549928321052591,1,-7,q6748231431404991
4,,0,h22479273897886724,1,4,q7958537934976806
-3,,0,h94489828514527204,1,4,q7010912494685998
-3,,0,h12400309519740477,2,-7,q3627281952754055
-7,,0,h45008423936134212,2,5,q8687769374836491
-9,,0,h27145099657774110,2,5,q6714403034844542
7,,0,h65383983070267943,2,4,q4460370070984612
1,,0,h63037081244283928,2,2,q1346124738191680
-9,,0,h29546115271055740,2,2,q7704381807036517
-3,,0,h23486755102986050,2,-7,q9553083061526959
5,,0,h13488295845261598,1,1,q3613391179900036
6,,0,h17825770107703571,4,3,q2719769153216311
4,,0,h20071989177302146,1,3,q8699434110861145
-9,,0,h92640642159656066,5,-9,q8989391599141345
6,,0,h20115817552041773,1,1,q1585576509871795
-7,,0,h32658047042839177,1,3,q3048238137825604
2,,0,h31144961609158703,5,3,q5373018337311783
5,,0,h91218111401456637,1,1,q2219918596430446
6,,0,h56282622091357873,1,5,q7898937154264763
-3,,0,h76344708105287644,1,4,q5105289268364868
7,,0,h74162245476719266,4,-9,q1279252645833904
1,,0,h91150836756810306,2,-9,q8245183265794665
4,,0,h99474289695810722,5,4,q9897963637128789
6,,0,h87030038798220269,2,2,q6970808453505659
1,,0,h28688135418222095,5,5,q8685069011637089
-7,,0,h52474726975494135,2,3,q1026163967960362
5,,0,h71364884598657188,1,-7,q4606681015112546
-3,,0,h60025070458851244,2,3,q1458497557169612
2,,0,h24577828579238623,1,3,q4408143641003244
1,,0,h43602063409217444,2,2,q3054504930026555
6,,0,h65548388336760676,2,3,q6819554819867176
4,,0,h97323120306983469,2,3,q5765742715081373
7,,0,h19523798864528318,1,5,q3194777545815397
3,,0,h54191814345049585,1,-7,q6423944918513053
-9,,0,h77286308079107389,5,5,q8659873454099193
2,,0,h32697261947846001,2,-7,q1505618237052513
-3,,0,h51269586299306535,1,1,q8176681799418808
7,,0,h89471712841355763,1,5,q3585264022297088
-7,,0,h78888509032726740,2,-9,q5706961949516147
7,,0,h59713186709646479,1,-7,q8469505639689342
4,,0,h24894765034796992,2,1,q9253500430699060
3,,0,h83325145667782371,2,5,q4094497565498153
5,,0,h62639324067090540,2,4,q5449794767797044
-7,,0,h95753817780262250,2,2,q6127187261030683
2,,0,h29777304110223526,4,4,q7095200422715018
3,,0,h50236476942954773,2,5,q3438288439074475
1,,0,h55248338410775932,5,-7,q6953449642230572
-7,,0,h43715055186376007,2,1,q8094131333045543
